Category,Subclass,Index,QuestionType,AnswerType,Question,Answer
human,volleyball,29,TR,closed,"Which team scored in this rally, and why?
(a) Left-side team scored because the right-side team hit the ball out of bounds.
(b) Right-side team scored because the left-side team hit the ball out of bounds.
(c) Right-side team scored because the ball finally landed in bounds on the left-side team's court.
(d) Left-side team scored because the ball finally landed in bounds on the right-side team's court.",(d)
human,volleyball,30,TR,closed,"Which team scored in this rally, and why?
(a) Left-side team scored because the right-side team hit the ball out of bounds.
(b) Right-side team scored because the left-side team hit the ball out of bounds.
(c) Right-side team scored because the ball finally landed in bounds on the left-side team's court.
(d) Left-side team scored because the ball finally landed in bounds on the right-side team's court.",(b)
human,volleyball,31,TR,closed,"Which team scored in this rally, and why?
(a) Left-side team scored because the right-side team hit the ball out of bounds.
(b) Left-side team scored because a player on the right-side team touched the net and committed a foul.
(c) Left-side team scored because the ball finally landed in bounds on the right-side team's court.
(d) Right-side team scored because the ball finally landed in bounds on the left-side team's court.",(b)
human,volleyball,32,TC,open,How many players on the left-side team touched the volleyball?,4 players
human,volleyball,33,AD,closed,"Where did the volleyball finally land?
(a) Inside the left-side team's three-meter line.
(b) Outside the left-side team's three-meter line.
(c) Out of bounds on the left-side team's side.
(d) Out of bounds on the right-side team's side.",(b)
human,volleyball,34,TC,open,How many balls did the girl successfully receive in total?,2 balls
human,volleyball,35,TC,open,How many times did the boy successfully juggle the volleyball?,3 times
human,volleyball,36,AD,closed,"Who was the last player to touch the volleyball before it hit the ground?
(a) Left-side team No. 7
(b) Left-side team No. 18
(c) Right-side team No. 5
(d) Right-side team No. 1",(a)
human,volleyball,37,AD,closed,"Who served the ball in this rally?
(a) Left-side team No. 11
(b) Left-side team No. 12
(c) Left-side team No. 15
(d) Left-side team No. 7",(a)
human,volleyball,38,TC,open,How many players on the right-side team touched the ball?,5 players
human,volleyball,39,AD,closed,"Where did the volleyball finally land?
(a) Inside the left-side team's three-meter line.
(b) Outside the left-side team's three-meter line.
(c) Out of bounds on the left-side team's side.
(d) Out of bounds on the right-side team's side.",(b)
human,volleyball,40,TC,open,How many times did right-side team No. 16 hit the volleyball?,2 times
industrial,manual assembly,1,TC,open,Analyze this video. How many parts were processed by this press machine in this video?,The press machine in this video processed 4 parts.
industrial,manual assembly,2,TC,open,Analyze this video. How many times did the person in the video insert their left hand into the gap under the punching machine?,"In the video, the person inserted their left hand into the gap under the punching machine three times."
industrial,manual assembly,3,AD,closed,"Analyze this video: How are the processed parts being placed into the press machine? (a) Put left hand directly inside. (b) Put right hand directly inside. (c) Hold it with right hand, then with your left hand adjust the direction and then put it in. (d) Hold it with left hand, then with your right hand adjust the direction and then put it in.",(c)
industrial,manual assembly,4,TC,open,Analyze this video. How many times did the person in the video use their right thumb to draw the white labels?,"In the video, the person used their right thumb to draw the white label five times."
industrial,manual assembly,5,TO,open,Analyze this video. Did the purple clothing in the video ever fall off the person's right hand?,The purple dress in the video fell off the person's right hand.
industrial,manual assembly,6,TC,open,Analyze this video. How many times did the person in the video brush the inner part of the workpiece ring using a brush (counting both going down and going up as one stroke)?,"In the video, the person used a brush to scrub the inner part of the circular workpiece seven times."
industrial,manual assembly,7,TC,open,"Analyze this video. In the video, the person uses their right thumb to demonstrate that the dye has been applied evenly. How many times did this person use their right thumb to apply the dye?",This person used their right thumb to apply the substance 10 times.
industrial,manual assembly,8,TC,open,Analyze this video. How many screws did the person in the video install?,The person in the video installed three screws.
industrial,manual assembly,9,AD,closed,Analyze this video. What is the process of the camera angle changes shown in the video? (a) To the left  (b) To the left - To the right  (c) To the right  (d) To the right - To the left,(b)
industrial,manual assembly,10,TR,open,"Analyze this video. In the video, the person is looking for a suitable iron rod. May I ask if the first selected iron rod has been taken away?",The first selected iron bar was not taken away but was discarded afterwards.
industrial,manual assembly,11,TC,open,"Analyze this video. In the first-person perspective of the video, how many times did the right hand of the person strike the vertical iron rod horizontally with an iron bar?",Knocked twice with an iron rod.
industrial,manual assembly,12,TC,open,"Analyze this video. In the video, the person made the second roll of iron rods align by repeatedly hitting the second roll of iron rods onto the ground. How many times did they hit it?",He knocked the second iron rod against the ground twice.
industrial,manual assembly,13,TC,open,Analyze this video. How many motor end caps were lubricated by the person in the video using a brush?,"In the video, the person uses a brush to lubricate the three motor end caps."
industrial,manual assembly,14,TC,open,Analyze this video. How many screws did the people in the video use an electric screwdriver to tighten?,"In the video, the person used an electric screwdriver to remove five screws."
industrial,manual assembly,15,TC,open,Analyze this video. How many screws did the people in the video use an electric screwdriver to tighten?,"In the video, the person used an electric screwdriver to remove three screws."
industrial,manual assembly,16,TC,open,Analyze this video. How many transparent plastic pieces did the person in the video break off with their right hand?,"In the video, the person used his right hand to tear off four transparent plastic pieces."
industrial,manual assembly,17,TC,open,Analyze this video. How many times did the person in the video wrap the rubber band around the transparent object?,"In the video, the person wound a rubber band around the transparent object three times."
industrial,manual assembly,18,TC,open,Analyze this video. How many workpieces were processed by the people in the video using machines?,"In the video, the person used a machine to process three workpieces."
industrial,manual assembly,19,TC,open,"Analyze this video. After the person in the video tore off a small sticker, how many small stickers were left on the large sticker?",There are still 14 small stickers left.
industrial,manual assembly,20,TC,open,Analyze this video. How many workpieces did the person in the video take down from the shelf?,"In the video, the person took 7 workpieces off the shelf."
industrial,manual assembly,21,TC,open,Analyze this video. How many screws did the person in the video install using an electric screwdriver?,"In the video, the person used an electric screwdriver to install four screws."
industrial,manual assembly,22,TC,open,"Analyze this video. In the video, how many remaining stickers did that person throw into the collection box?","In the video, the person threw the leftover pieces of the three stickers into the collection box."
industrial,manual assembly,23,TC,open,Analyze this video. How many pieces of release paper are there on the stickers attached to the workpiece in the video?,The stickers attached to the workpiece in the video consist of two pieces of release paper.
industrial,manual assembly,24,TC,open,Analyze this video. How many screws did the person in the video install?,The person in the video installed two screws.
industrial,manual assembly,25,AD,open,"Analyze this video. In the video, the person pressed a button with their right hand. What color was the button that was pressed?",The button that has been pressed is green.
industrial,manual assembly,26,TC,open,Analyze this video. How many times did the circular disc with tape on its right side rotate in the video?,"In the video, the circular disc with tape on its right side rotated twice."
industrial,manual assembly,27,TC,open,Analyze this video. How many pairs of glasses did the person in the video put in the box on the right with their right hand?,"In the video, the person used his right hand to put the three pairs of glasses into the box on the right."
industrial,manual assembly,28,TC,open,Analyze this video. How many pairs of glasses did the person in the video hold with their right hand?,"In the video, the person held three pairs of glasses with his right hand."
industrial,manual assembly,29,TC,open,Analyze this video. How many screws did the person in the video install?,The person in the video installed two screws.
industrial,manual assembly,30,TC,open,Analyze this video. How many times did the person in the video use their right hand to pick up the screws?,"In the video, the person used his right hand to hold the electric screwdriver and it took him three attempts to remove the screw."
industrial,manual assembly,31,TC,open,Analyze this video. How many places did the people in the video apply the glue?,"In the video, the person applied the glue to two places."
industrial,manual assembly,32,AD,closed,Analyze this video. What was the sequence in which the people in the video removed the plastic film from the surface of the parts? (a) Uncover the left side. (b) Uncover the right side. (c) Uncover the left side first and then the other side. (d) Uncover the right side first and then the left side.,(d)
industrial,manual assembly,33,TR,open,"AnalyzeAnalyze this video. After the person in the video took out some parts with their left hand for the first time, how many parts were left in that box?",There are still 2 parts left in that box.
industrial,manual assembly,34,AD,closed,"Analyze this video. In the video, the person's perspective turns to the left and then they see a person walking. Please ask, what color are the person's pants? (a) Dark blue  (b) Grey  (c) White  (d) Red",(a)
industrial,manual assembly,35,AD,open,Analyze this video. What color is the light emitted by the lamp in the video?,The product in the video has one bulb emitting blue light.
industrial,manual assembly,36,TC,open,Analyze this video. How many screws did the person in the video install using an electric screwdriver?,"In the video, the person used an electric screwdriver to install three screws."
industrial,manual assembly,37,AD,closed,"Analyze this video. In the video, it is the first-person view of worker number 1. May I ask what color are the shoes of worker number 1? (a) White with black border(b) Black with white border(c) Blue with white border(d) The shoes of Worker No. 1 in the video were not shown, so it is impossible to determine.",(b)
industrial,manual assembly,38,TC,open,Analyze this video. How many products did the workers in the video tear out with their right hands?,"In the video, the worker tore out three products with his right hand."
industrial,manual assembly,39,TC,open,"Analyzing this video, we can see that the workers are using their thumbs and index fingers to tear off some excess parts. How many times did they do this?",The person in the video tore it 9 times.
industrial,manual assembly,40,TC,open,"Analyze this video. To tighten the microphone, how many times did the person in the video use their right hand to twist it?","In the video, the person used their right hand to twist eight times."
industrial,manual assembly,41,TR,open,"Analyze this video. When the first perspective turns to the lower right, a box can be seen. Before putting the microphone in the hand into the box, how many yellow microphones were there originally inside the box?","Before putting down the phone receiver, there were 11 yellow microphones in the box."
industrial,manual assembly,42,TC,open,Analyze this video. How many stickers did the person in the video use to pick up with a pair of forceps?,"In the video, the person used forceps to place four stickers on the product."
industrial,manual assembly,43,TC,open,Analyze this video. How many stickers did the person in the video place on the product using a pair of forceps?,"In the video, the person used forceps to place five stickers on the product."
industrial,manual assembly,44,TC,open,Analyze this video. How many pins are there inside the circular plug shown in the video?,The circular plug in the video has 10 pins inside.
industrial,manual assembly,45,TO,open,Analyze this video. Did the black foam pad in the video slip out of the hand at any point?,The black silk foam pad in the video slipped out of the hand.
industrial,manual assembly,46,AD,open,"Analyze this video. In the video, the person finished installing this product and then threw it onto the conveyor belt. Did the product collide with the empty box when it was thrown?","When it was thrown, this product collided with the empty box."
industrial,manual assembly,47,TR,open,"Analyze this video. Based on the appearance of the product's packaging, can you infer what this product is?","Based on the outer packaging of the product, it can be inferred that the product is a mobile phone."
industrial,manual assembly,48,TC,open,Analyze this video. The packaging of this product needs to be pressed firmly with your hands. How many times did the person in the video press it with their right hand?,"In the video, the person pressed with their right hand three times."
industrial,manual assembly,49,TC,open,Analyze this video. How many items did the people in the video take from the conveyor belt?,"In the video, the person took three items from the conveyor belt."
industrial,manual assembly,50,TC,open,"By analyzing this video, it can be seen that a transparent film needs to be attached to the surface of the product. The person in the video initially thought this film was not suitable, and then reversed it several times to make adjustments?",Reversed the direction of the transparent film twice.
industrial,manual assembly,51,TC,open,Analyze this video. How many screws did the person install using an electric screwdriver?,"In the video, the person used an electric screwdriver to install six screws?"
industrial,manual assembly,52,TR,closed,Analyze this video. Why did the person in the video shake their right hand? (a) Throw out the screws  (b) The arm feels uncomfortable  (c) Take out the screws  (d) The hand slipped,(a)
industrial,manual assembly,53,TC,open,Analyze this video. Can you see how many black stickers are on the long sheet of paper held by the worker in the video?,"In the video, the worker is holding a long piece of paper on which there are four black stickers."
industrial,manual assembly,54,TC,open,"Analyze this video. On the long piece of paper that was picked up in the video, how many black stickers were there?",There are 17 black stickers on the unused long piece of paper in the video.
industrial,manual assembly,55,TC,open,Analyze this video. How many small products were produced from the two pieces of products after they were processed by the machine?,"In the video, two pieces of products were processed by the machine, resulting in 4 small products."
industrial,manual assembly,56,AD,open,Analyze this video. How did the workers operate this machine to make it move downward?,"In the video, the worker pressed the left and right buttons with both hands to make the punch press move downward."
industrial,manual assembly,57,AD,closed,Analyze this video. What color are the workers' shoes in the video? (a) Black with red soles  (b) White with black soles  (c) Black with white soles  (d) Red with black soles,(b)
industrial,manual assembly,58,TC,open,"Analyze this video. In the video, the worker is pouring the cleaning agent onto the workbench. Please ask how many times the worker's left hand moved upwards?","When the worker squeezed the cleaning agent up and down, his left hand moved up  three times."
industrial,manual assembly,59,AD,closed,Analyze this video. The operation table in the video has a number. What is the number of this table? (a)10# (b)11# (c)12# (d)13#,(c)
industrial,manual assembly,60,TC,open,Analyze this video. How many bundles of products did the workers in the video pick up?,The worker in the video picked up three bundles of products.
industrial,manual assembly,61,TC,open,"Analyze this video. At the end of the video, how many pieces of waste paper are there in the person's hand?","At the end of the video, there is a piece of waste paper in the person's hand."
industrial,manual assembly,62,TC,open,Analyze this video. Did the workers stick several circular objects on the products?,"In the video, the worker attached three circular objects to the product."
industrial,manual assembly,63,TC,open,"Analyze this video. On the large sticker held by the worker in the video, how many circular stickers are there in a single row?",There are 8 circular stickers in one row.
industrial,manual assembly,64,TC,open,Analyze this video. How many small circular stickers did the workers remove from the large sticker?,"In the video, the worker removed four small circular stickers from a large sticker sheet."
industrial,manual assembly,65,TC,open,Analyze this video. How many blue circular objects did the workers pick up with their left hands in the video?,"In the video, the worker picked up two blue circular objects with his left hand."
industrial,manual assembly,66,AD,closed,"Analyze this video. In the video, which hand did the person use to take the tape first, and which hand did they use for the sticking process? (a) Right hand - Left hand (b) Right hand - Right hand (c) Left hand - Right hand (d) Left hand - Left hand",(c)
industrial,manual assembly,67,TR,open,"Analyze this video. In the video, there is a hand adjusting the camera in the first-person perspective. Is this hand that of a worker who is currently working?",This hand is not that of the worker who is currently working. The worker is using both of his hands for the task.
industrial,manual assembly,68,TC,open,Analyze this video. How many times did the worker wipe the blue product with a tissue in his right hand?,"In the video, the worker used a tissue in his right hand to wipe the blue product once."
industrial,manual assembly,69,TC,open,Analyze this video. How many fan blades are there on the front of the product shown in the video?,The product in the video has 7 blades on its front side.
industrial,manual assembly,70,TC,open,Analyze this video. How many times did the green product in the video have its opening opened and inspected by the workers?,"In the video, the green product was opened and examined by the workers twice."
industrial,manual assembly,71,AD,open,Analyze this video. Did the workers in the video stick the stickers on the upper or lower part of this product?,"In the video, the worker pasted the stickers on the upper part of this product."
industrial,manual assembly,72,TR,open,"Analyze this video. In the video, there is a hand adjusting the camera in the first-person perspective. Is this hand that of a worker who is currently working?",This hand is not that of the worker who is currently working. The worker is using both of his hands for the task.
industrial,manual assembly,73,TC,open,Analyze this video. How many silver stickers are there on the rectangular piece of paper in front of the worker in the video?,There are also 12 silver stickers on the rectangular piece of paper in front of the worker's face in the video.
industrial,manual assembly,74,AD,open,"Analyze this video. In the video, the worker is holding a watch in his right hand. What time does the watch show? ",The time is 17:49.
industrial,manual assembly,75,TC,open,Analyze this video. How many green lights are there on the back of the watch in the video?,The back of the watch in the video has four green lights.
industrial,manual assembly,76,AD,open,"Analyze this video. In the video, the worker on the right is holding a bunch of watches in his hands. What is the time displayed on the outermost watch?",The time is 15:10.
industrial,manual assembly,77,TC,open,Analyze this video. How many watches did the worker on the right in the video pick up?,"In the video, the worker on the right picked up seven watches."
industrial,manual assembly,78,TC,open,Analyze this video. How many products are there in the box held by the worker in the video?,"In the video, the worker is holding a box which contains 40 products."
industrial,manual assembly,79,TR,open,"Analyze this video. On the left shelf in the video, two products have green lights on. One of the products' green light suddenly goes out. Is it the product on the upper layer that has the problem or the one on the lower layer?",It was the upper-level product that suddenly stopped emitting light.
industrial,manual assembly,80,TC,open,Analyze this video. How many products were processed by the workers?,"In this video, the workers handled three products."
industrial,manual assembly,81,TC,open,Analyze this video. How many places did the workers apply the glue in?,"In the video, the workers applied the glue to three different locations."
industrial,manual assembly,82,TC,open,Analyze this video. How many times did the person in the video use their right thumb to scratch the palm of their left hand?,"In the video, the person used their right thumb to scratch the palm of their left hand once."
industrial,manual assembly,83,TC,open,Analyze this video. How many metal rods need to be placed inside to assemble a product?,"To assemble a product, two parts need to be inserted inside."
industrial,manual assembly,84,TC,open,Analyze this video. How many times did the workers use the soldering iron to solder?,The workers used an electric soldering iron to perform the welding process four times.
industrial,manual assembly,85,TC,open,Analyze this video. How many times did the workers use the soldering iron to solder?,The workers used an electric soldering iron to perform the welding process six times.
industrial,manual assembly,86,TC,open,Analyze this video. How many circular objects did the people in the video attempt to touch with tweezers?,"In the video, the person used forceps to touch four circular parts."
industrial,manual assembly,87,AD,open,"Analyze this video. In the video, the person on the left wiped the upper part of the forceps. May I ask, were they wiping the upper or lower part of the forceps (here, ""half part"" refers to the symmetrical half, and ""up and down"" refers to spatial position)?",The upper part was wiped with hands.
industrial,manual assembly,88,TC,open,"The worker took away a product. Which one is it, counting from the right?",This product is the 9th one from the right.
industrial,manual assembly,89,TC,open,Analyze this video. How many times did the workers take out products from the boxes?,"In the video, the worker took out three products from the box."
industrial,manual assembly,90,TC,open,Analyze this video. How many times did the person in the video take the screws out from the white machine on the right?,"In the video, the person took the screws three times from the white machine on the right."
industrial,manual assembly,91,TC,open,Analyze this video. How many screws are needed to install the product shown in the video?,The product in the video requires the installation of 2 screws.
industrial,manual assembly,92,TC,open,"Analyze this video. After the person in the video closed the cover of the product, how many times did they use their right hand to tap it?","After the person in the video closed the cover of the product, they used their right hand to tap it twice."
industrial,manual assembly,93,TC,open,"Analyze this video. After the person in the video closed the cover of the product, how many times did they use their right hand to tap it?","After the person in the video closed the cover of the product, they used their right hand to tap it once."
industrial,manual assembly,94,AD,closed,"Analyze this video. When the workers were installing this camera, how did they handle the plastic casing? (a) Inversion (b) Rotation (c) Rotation first, then inversion (d) Inversion first, then rotation",(d)
industrial,manual assembly,95,TC,open,Analyze this video. How many plastic caps were removed in the video?,"In the video, two plastic caps were removed."
industrial,manual assembly,96,TC,open,Analyze this video. How many plastic caps were removed in the video?,"In the video, one plastic caps were removed."
industrial,industrial machinery,1,TC,open,Analyze this video. How many bags of goods were aligned in the correct direction?,Five bags of goods were aligned in the correct direction.
industrial,industrial machinery,2,TC,open,Analyze this video. How many packages were delivered by the conveyor belt machine shown in the video?,"In the video, the conveyor belt machine delivered four packages."
industrial,industrial machinery,3,TC,open,Analyze this video. How many white paper boxes did the machine suck up in this video?,The machine in the video sucked in two white paper boxes.
industrial,industrial machinery,4,TC,open,Analyze this video. How many times did the yellow object push the edge of the cardboard box inward?,The yellow object in the video pushed the edge of the cardboard box inward twice.
industrial,industrial machinery,5,TC,open,Analyze this video. How many times did the blue slider make back-and-forth movements?,The blue slider in the video made two round trips.
industrial,industrial machinery,6,AD,closed,"Analyze this video. How does the edge part of the paper box fit into the paper box? (a) It was blocked by the stationary blue object on the side, and then squeezed into the machine above. (b) The blue object on the side pushed the edge part of the cardboard box inwards, and then was squeezed into the machine above. (c) It could be directly pushed into the machine above without any additional processes. (d) It was pushed into the machine above by the black machine on the side.",(b)
industrial,industrial machinery,7,TC,open,Analyze this video. How many empty paper boxes did the machine fill with books?,The machine filled three empty paper boxes with books.
industrial,industrial machinery,8,TC,open,Analyze this video. How many white cardboard pieces did the left part of the machine suck up?,"In the video, the left part of the machine sucked up three white cardboard pieces."
industrial,industrial machinery,9,TC,open,Analyze this video. How many screws did the person in the video turn with an electric screwdriver?,"In the video, the person used an electric screwdriver to tighten four screws."
industrial,industrial machinery,10,TR,open,"Analyze this video. When the machine writes the Chinese character 'shang' in the video, are the strokes correct?","In the video, when the machine was writing the Chinese character 'shang', the strokes were incorrect."
industrial,industrial machinery,11,TC,open,"Analyze this video. How many times did the mechanical fixture open and close (if counted as one time, it means both the opening and closing actions are counted as one)?",The mechanical gripper in the video opened and closed twice.
industrial,industrial machinery,12,TC,open,Analyze this video. How many times did the welding mechanical arm on the left perform the welding operation?,The welding mechanical arm on the left in the video performed welding operations twice.
industrial,industrial machinery,13,AD,open,"Analyzing this video, there are two welding robotic arms shown in it. One is close to the camera angle, while the other is far from it. Which welding mechanical arm stopped welding first?",The welding mechanical arm close to the perspective stops welding first.
industrial,industrial machinery,14,TC,open,Analyze this video. How many holes did the yellow mechanical arm make on the workpiece?,"In the video, the yellow mechanical arm made five holes on the workpiece."
industrial,industrial machinery,15,AD,closed,"Analyze this video. How many times did the circular object in front of the yellow mechanical arm rotate? (a) Less than half a circle (b) Exactly half a circle (c) A little more than half a circle (d) A bit more than half a circle, but not quite a full circle",(c)
industrial,industrial machinery,16,TC,open,"Analyze this video. How many times did the spraying machine move left and right? (Whether moving from the left side to the right side or from the right side to the left side, it counts as one time. However, if the movement range is less than the length of the workpiece, it will not be counted.",The spraying machine for the video moved left and right five times.
industrial,industrial machinery,17,TC,open,Analyze this video. How many products did the mechanical gripper in the video pick up?,The mechanical gripper in the video picked up two products.
industrial,industrial machinery,18,TC,open,"Analyze this video. In the video, the mechanical gripper closest to the camera successfully picked up multiple products?","In the video, the mechanical gripper closest to the camera picked up six products."
industrial,industrial machinery,19,TC,open,Analyze this video. Which mechanical gripper in the video was closest to the camera and picked up several products?,"In the video, the mechanical gripper closest to the camera picked up three products."
industrial,industrial machinery,20,TC,open,Analyze this video. How many times did the welding robotic arm perform the welding operation in this video?,The welding mechanical arm in the video performed eight welding operations.
industrial,industrial machinery,21,TC,open,Analyze this video. How many steps did the robot take?,The robot in the video took 6 steps.
industrial,industrial machinery,22,TC,open,Analyze this video. How many times did the robot in the video use its legs to attack?,The robot in the video attacked twice with its legs.
industrial,industrial machinery,23,TC,open,Analyze this video. In which direction does the conveyor belt transport the beverages? How many types of beverages have their direction reversed?,"In the video, 8 cups of beverages were transported by the conveyor belt in an upside-down position."
industrial,industrial machinery,24,TC,open,Analyze this video. How many packages of toilet paper were newly delivered through the conveyor belt at the entrance?,Eight packs of toilet paper were newly delivered through the delivery belt.
industrial,industrial machinery,25,TC,open,Analyze this video. How many boxes were sent to the left and how many were sent to the right?,"In the video, three boxes were moved to the left and two boxes were moved to the right."
nature,lightning,1,TO,open,Please analyze this video and describe whether lightning is shown in it.,Lightning is shown in the video.
nature,lightning,2,TO,open,Please analyze this video and explain if lightning is present.,Lightning is present in the video.
nature,lightning,3,TO,open,"Based on the video, describe whether lightning occurs.",The video shows lightning occurring.
nature,lightning,4,TO,open,Please watch this video and explain whether any lightning can be seen.,No lightning can be seen in the video.
nature,lightning,5,TO,open,Analyze this video and describe if there is any visible lightning.,There is no visible lightning in the video.
nature,lightning,6,TC,open,Please analyze this video and describe how many times lightning appears.,Lightning does not appear in the video at all.
nature,lightning,7,TC,open,Watch the video and explain how many times lightning occurs.,Lightning appears once in the video.
nature,lightning,8,TC,open,Please examine this video and describe how many separate lightning flashes can be seen.,The video shows lightning appearing once.
nature,lightning,9,TC,open,Please analyze this video and describe how many times lightning is shown throughout the clip.,Lightning appears twice in the video.
nature,lightning,10,TC,open,Please watch this video carefully and tell me how many times lightning appears.,Lightning appears 3 times in the video.
nature,lightning,11,TC,open,Please analyze this video and determine how many times lightning is shown in it.,There was 0 instance of lightning shown in the video.
nature,lightning,12,TC,open,Please analyze this video and determine how many times lightning is shown in it.,There was 1 instance of lightning shown in the video.
nature,lightning,13,TC,open,Please analyze this video and determine how many times lightning is shown in it.,There was 2 instance of lightning shown in the video.
nature,lightning,14,TO,open,"Please watch this video and tell me exactly at which second the lightning appeared in the video? The time is displayed in the top left corner of the video. Only minutes and seconds are needed, and there is no need for PM or AM.",It occurred at 10:30.
nature,lightning,15,TO,open,"Please watch this video and tell me exactly at which second the lightning appeared in the video? The time is displayed in the top left corner of the video. Only minutes and seconds are needed, and there is no need for PM or AM.",It occurred at 42:58.
nature,lightning,16,TO,open,"Please watch this video and tell me exactly at which second the lightning appeared in the video? The time is displayed in the top left corner of the video. Only minutes and seconds are needed, and there is no need for PM or AM.",It occurred at 42:34.
nature,lightning,17,TO,open,"Please watch this video and tell me exactly at which second the lightning appeared in the video? The time is displayed in the top left corner of the video. Only minutes and seconds are needed, and there is no need for PM or AM.",It occurred at 31:54.
nature,lightning,18,TO,open,"Please watch this video and tell me exactly at which second the lightning appeared in the video? The time is displayed in the top left corner of the video. Only minutes and seconds are needed, and there is no need for PM or AM.","It occurred once, at 15:11."
nature,lightning,19,TO,open,"Please watch this video and tell me exactly at which second the lightning appeared in the video? The time is displayed in the top left corner of the video. Only minutes and seconds are needed, and there is no need for PM or AM.","It occurred twice, at 14:38 and 39:40."
nature,lightning,20,TO,open,"Please watch this video and tell me exactly at which second the lightning appeared in the video? The time is displayed in the top left corner of the video. Only minutes and seconds are needed, and there is no need for PM or AM.","It occurred three times, at 5:21, 10:30 and 5:21."
nature,lightning,21,AD,open,"In the video, there was a flash of lightning. Could you please describe whether it was upward lightning or downward lightning?",The lightning in the video was upward lightning.
nature,lightning,22,AD,open,"In the video, there was a flash of lightning. Please explain whether this lightning was upward or downward.",The lightning shown in the video was upward lightning.
nature,lightning,23,AD,open,"In the video, there was a flash of lightning. Could you describe whether it was upward lightning or downward lightning?",The lightning in the video was downward lightning.
nature,lightning,24,AD,open,"In the video, there are two flash of lightning. Please identify whether this lightning was upward or downward.",The lightning shown in the video was downward lightning.
nature,lightning,25,AD,closed,"In the video, there was a lightning flash. Could you please clarify whether the lightning struck down from the sky or was within the clouds? (a) Cut down (b) In the clouds",(a)
nature,lightning,26,AD,closed,"In the video, there was a lightning flash. Could you please clarify whether the lightning struck down from the sky or was within the clouds? (a) Cut down (b) In the clouds",(b)
nature,lightning,27,AD,closed,"In the video, there was a flash of lightning. May I ask if it occurred inside the camera or outside of it? (a) Inside the camera  (b) Outside the camera",(b)
nature,lightning,28,AD,open,There were four lightning flashes shown in the video. These lightning were of two types: upward flashes and downward flashes. Could you please tell me what shapes these four lightning flashes presented in sequence?,"The four lightning are in sequence: upward lighting, downward lighting, downward lighting, and downward lighting."
nature,lightning,29,TR,open,What is the shiny thing in the video?,It was lightning.
nature,lightning,30,TR,open,What object was struck by the lightning in the video?,Lightning struck the lightning rod.
nature,lightning,31,TR,open,Analyze this video. What caused a tree trunk to block the path of the vehicles?,"It was the lightning that struck the tree in front of the vehicle, causing a piece of the tree trunk to block the path in front of the car."
nature,lightning,32,TR,open,Analyze this video. Why did sparks and smoke appear in the video?,"Because lightning struck nearby, it caused sparks and smoke."
nature,lightning,33,TR,open,Analyze this video. Why are there a bunch of branches hitting the yellow car in the video?,"Because the lightning struck the tree in front of the vehicle, a pile of branches fell down."
nature,lightning,34,TR,open,Analyze this video. Why did the tree suddenly burst open in the video?,Because the tree in the video was struck by lightning.
nature,lightning,35,TO,open,Analyze this video. There is a strong wind blowing in the video. Did lightning occur?,"There was a lightning strike, on the right side of the view."
nature,lightning,36,TO,open,Analyze this video. Did lightning appear in the video?,Lightning can be seen in the video.
nature,lightning,37,TC,open,Analyze this video. How many lightning strikes hit the sea surface in this video?,There were two lightning strikes hitting the sea surface in the video.
nature,lightning,38,AD,open,"Analyze this video. In the video, there was a lightning strike. Was the lightning before the front of the aircraft or after the rear of the aircraft?",The lightning occurred after the tail of the aircraft.
nature,lightning,39,TC,open,Analyze this video. How many times did lightning appear in it?,There were two instances of lightning shown in the video.
nature,lightning,40,TC,open,Analyze this video. Upward branching lightning appears in the footage; what is the maximum number of branching tips that extend beyond the camera's field of view?,Up to five lightning bolts extended beyond the camera's range.
nature,lightning,41,TO,open,"Analyzing this video, did the lightning in the video strike the tower in the video?",Lightning struck the tower in the video.
nature,lightning,42,TC,open,"Analyzing this video, how many times does lightning appear in it?",Nine lightning bolts were seen in the video.
nature,lightning,43,AD,open,"Analyzing this video, what color is the top of the lightning bolt in the video?",The lightning bolts in the video have purple or bluish-purple tips.
nature,lightning,44,TC,open,"Analyze this video. Does it show lightning, and if so, how many times?",A lightning bolt appeared in the video.
nature,lightning,45,TC,open,"Analyzing this video, how many times did the lightning strike the tree?",The lightning in the video struck the tree five times.
nature,lightning,46,TC,open,"Analyzing this video, how many times does lightning appear in it?",Lightning appeared twice in the video.
nature,lightning,47,TC,open,"Analyzing this video, how many times does lightning appear in it?",Lightning appeared once in the video.
nature,lightning,48,AD,open,"Analyzing this video, what is emitting red light in the video?",The video shows lightning flashing red.
nature,lightning,49,TR,open,"Analyzing this video, how were the trees in the video damaged?",The tree in the video was damaged by lightning.
nature,other natural phenomena,1,AD,open,Analyze this video. Is the water vapor at the top of the waterfall rising or falling?,The water vapor in the video rises.
nature,other natural phenomena,2,TC,open,Analyze this video. How many vehicles were washed away by the mudslide in the video?,The mudslide in the video washed away five vehicles.
nature,other natural phenomena,3,TC,open,Analyze this video. How many chairs were blown away by the strong wind in it?,"In the video, four chairs were blown away by the strong wind."
nature,other natural phenomena,4,AD,open,Analyze this video. What object is seen rushing down from the mountain and crashing into the guardrail?,Boulders rolled down from the mountain and crashed into the guardrail.
nature,other natural phenomena,5,TC,open,"Analyze this video. In the video, due to the rocking caused by the waves, how many chairs toppled over?","Because of the rough waves, one of the chairs rolled over."
